State,Year,Excessive drinking,Median household income
OR,1/1/2015,0.122,46919
OR,1/1/2014,0.163,50246
OR,1/1/2015,0.163,51289
OR,1/1/2014,0.192,51580
OR,1/1/2015,0.192,53624
OR,1/1/2014,0.117,49636
OR,1/1/2015,0.117,51224
OR,1/1/2015,,52679
OR,1/1/2014,0.22,43558
OR,1/1/2015,0.22,41584
OR,1/1/2014,0.146,46725
OR,1/1/2015,0.146,47053
OR,1/1/2014,0.122,41504
OR,1/1/2015,0.122,41331
OR,1/1/2014,0.211,40554
OR,1/1/2015,0.211,42751
OR,1/1/2014,0.138,41324
OR,1/1/2015,0.138,42461
OR,1/1/2014,0.152,63566
OR,1/1/2015,0.152,63632
OR,1/1/2014,0.139,49656
OR,1/1/2015,0.139,57427
PA,1/1/2014,0.167,57919
PA,1/1/2015,0.167,57725
PA,1/1/2014,0.19,50831
PA,1/1/2015,0.19,51400
PA,1/1/2014,0.206,41796
PA,1/1/2015,0.206,42927
PA,1/1/2014,0.144,46933
PA,1/1/2015,0.144,49215
PA,1/1/2014,0.084,42055
PA,1/1/2015,0.084,48003
PA,1/1/2014,0.159,52058
PA,1/1/2015,0.159,55634
PA,1/1/2014,0.149,41154
PA,1/1/2015,0.149,41756
PA,1/1/2014,0.168,47475
PA,1/1/2015,0.168,49117
PA,1/1/2014,0.192,75378
PA,1/1/2015,0.192,73662
PA,1/1/2014,0.142,57346
PA,1/1/2015,0.142,58430
PA,1/1/2014,0.185,39724
PA,1/1/2015,0.185,40930
PA,1/1/2014,,39346
PA,1/1/2015,,37891
PA,1/1/2014,0.173,48313
PA,1/1/2015,0.173,44338
PA,1/1/2014,0.135,50088
PA,1/1/2015,0.135,52559
PA,1/1/2014,0.187,82456
PA,1/1/2015,0.187,83775
PA,1/1/2014,0.123,41538
PA,1/1/2015,0.123,40043
PA,1/1/2014,0.168,41519
PA,1/1/2015,0.168,39912
PA,1/1/2014,0.253,41949
PA,1/1/2015,0.253,44887
PA,1/1/2014,0.165,45038
PA,1/1/2015,0.165,45564
PA,1/1/2014,0.112,41756
PA,1/1/2015,0.112,43793
PA,1/1/2014,0.142,57982
PA,1/1/2015,0.142,60134
PA,1/1/2014,0.178,52096
PA,1/1/2015,0.178,53480
PA,1/1/2014,0.21,60900
PA,1/1/2015,0.21,64186
PA,1/1/2014,0.241,48703
PA,1/1/2015,0.241,46388
PA,1/1/2014,0.194,45935
PA,1/1/2015,0.194,44223
PA,1/1/2014,0.176,38740
PA,1/1/2015,0.176,37929
PA,1/1/2014,,34693
PA,1/1/2015,,38087
PA,1/1/2014,0.113,51890
PA,1/1/2015,0.113,53913
PA,1/1/2014,0.243,46848
PA,1/1/2015,0.243,46032
PA,1/1/2014,0.2,42819
PA,1/1/2015,0.2,45156
PA,1/1/2014,0.213,43456
PA,1/1/2015,0.213,42479
PA,1/1/2014,0.156,42614
PA,1/1/2015,0.156,44504
PA,1/1/2014,0.211,40876
PA,1/1/2015,0.211,41637
PA,1/1/2014,,42261
PA,1/1/2015,,46183
PA,1/1/2014,0.235,43002
PA,1/1/2015,0.235,44926
PA,1/1/2014,0.145,54748
PA,1/1/2015,0.145,56766
PA,1/1/2014,0.11,43346
PA,1/1/2015,0.11,43199
PA,1/1/2014,0.128,51490
PA,1/1/2015,0.128,54952
PA,1/1/2014,0.178,53457
PA,1/1/2015,0.178,53722
PA,1/1/2014,0.199,42244
PA,1/1/2015,0.199,44734
PA,1/1/2014,0.167,45306
PA,1/1/2015,0.167,46663
PA,1/1/2014,0.175,40621
PA,1/1/2015,0.175,41653
PA,1/1/2014,0.132,41889
PA,1/1/2015,0.132,43936
PA,1/1/2014,0.108,38220
PA,1/1/2015,0.108,42567
PA,1/1/2014,0.242,55492
PA,1/1/2015,0.242,55273
PA,1/1/2014,0.173,76924
PA,1/1/2015,0.173,77021
PA,1/1/2014,0.11,52625
PA,1/1/2015,0.11,53329
PA,1/1/2014,0.173,55483
PA,1/1/2015,0.173,59605
PA,1/1/2014,0.164,40814
PA,1/1/2015,0.164,41078
PA,1/1/2014,0.147,55287
PA,1/1/2015,0.147,56544
PA,1/1/2014,0.172,35518
PA,1/1/2015,0.172,36918
PA,1/1/2014,0.15,55159
PA,1/1/2015,0.15,60168
PA,1/1/2014,0.182,42097
PA,1/1/2015,0.182,39781
PA,1/1/2014,0.187,44430
PA,1/1/2015,0.187,41514
PA,1/1/2014,0.154,45746
PA,1/1/2015,0.154,45558
PA,1/1/2014,0.2,44184
PA,1/1/2015,0.2,42712
PA,1/1/2014,,39396
PA,1/1/2015,,41668
PA,1/1/2014,0.194,44632
PA,1/1/2015,0.194,49244
PA,1/1/2014,0.15,43719
PA,1/1/2015,0.15,45052
PA,1/1/2014,0.132,49327
PA,1/1/2015,0.132,49488
PA,1/1/2014,0.155,38351
PA,1/1/2015,0.155,41736
PA,1/1/2014,0.215,44466
PA,1/1/2015,0.215,42043
PA,1/1/2014,0.163,53545
PA,1/1/2015,0.163,54919
PA,1/1/2014,0.177,44265
PA,1/1/2015,0.177,45807
PA,1/1/2014,0.162,49642
PA,1/1/2015,0.162,51412
PA,1/1/2014,0.217,47497
PA,1/1/2015,0.217,47012
PA,1/1/2014,0.161,55646
PA,1/1/2015,0.161,56963
RI,1/1/2014,0.17,64572
RI,1/1/2015,0.17,68415
RI,1/1/2014,0.204,59682
RI,1/1/2015,0.204,63232
RI,1/1/2014,0.209,63434
RI,1/1/2015,0.209,67291
RI,1/1/2014,0.181,47601
RI,1/1/2015,0.181,47642
RI,1/1/2014,0.224,69150
RI,1/1/2015,0.224,69267
SC,1/1/2014,0.147,35456
SC,1/1/2015,0.147,36187
SC,1/1/2014,0.14,45699
SC,1/1/2015,0.14,43876
SC,1/1/2014,0.175,25633
SC,1/1/2015,0.175,25753
SC,1/1/2014,0.095,39905
SC,1/1/2015,0.095,41591
SC,1/1/2014,0.088,30170
SC,1/1/2015,0.088,30762
SC,1/1/2014,0.091,32042
SC,1/1/2015,0.091,31899
SC,1/1/2014,0.19,54139
SC,1/1/2015,0.19,56354
SC,1/1/2014,0.161,49872
SC,1/1/2015,0.161,50794
SC,1/1/2014,0.109,42006
SC,1/1/2015,0.109,40593
SC,1/1/2014,0.228,48200
SC,1/1/2015,0.228,51206
SC,1/1/2014,0.107,37135
SC,1/1/2015,0.107,37726
SC,1/1/2014,0.152,33718
SC,1/1/2015,0.152,36523
SC,1/1/2014,0.124,31936
SC,1/1/2015,0.124,33591
SC,1/1/2014,0.127,30519
SC,1/1/2015,0.127,30096
SC,1/1/2014,0.105,33208
SC,1/1/2015,0.105,33817
SC,1/1/2014,0.095,34103
SC,1/1/2015,0.095,34209
SC,1/1/2014,0.095,29205
SC,1/1/2015,0.095,33696
SC,1/1/2014,0.152,53924
SC,1/1/2015,0.152,55193
SC,1/1/2014,0.107,42065
SC,1/1/2015,0.107,44862
SC,1/1/2014,0.113,34007
SC,1/1/2015,0.113,35531
SC,1/1/2014,0.123,40577
SC,1/1/2015,0.123,41028
SC,1/1/2014,0.161,40962
SC,1/1/2015,0.161,41213
SC,1/1/2014,0.126,47044
SC,1/1/2015,0.126,49476
SC,1/1/2014,0.132,37187
SC,1/1/2015,0.132,37217
SC,1/1/2014,0.107,32934
SC,1/1/2015,0.107,32941
SC,1/1/2014,0.167,40249
SC,1/1/2015,0.167,41808
SC,1/1/2014,0.193,35692
SC,1/1/2015,0.193,34852
SC,1/1/2014,0.13,46019
SC,1/1/2015,0.13,44787
SC,1/1/2014,0.146,43479
SC,1/1/2015,0.146,40837
SC,1/1/2014,0.106,36483
SC,1/1/2015,0.106,36771
SC,1/1/2014,0.122,30053
SC,1/1/2015,0.122,30972
SC,1/1/2014,0.146,52249
SC,1/1/2015,0.146,53880
SC,1/1/2014,0.074,29140
SC,1/1/2015,0.074,28520
SC,1/1/2014,0.116,28927
SC,1/1/2015,0.116,31185
SC,1/1/2014,0.119,39413
SC,1/1/2015,0.119,38186
SC,1/1/2014,0.19,38808
SC,1/1/2015,0.19,37890
SC,1/1/2014,0.121,42062
SC,1/1/2015,0.121,42077
SC,1/1/2014,0.11,33796
SC,1/1/2015,0.11,32180
SC,1/1/2014,0.1,39823
SC,1/1/2015,0.1,42400
SC,1/1/2014,0.184,47606
SC,1/1/2015,0.184,47492
SC,1/1/2014,0.179,41552
SC,1/1/2015,0.179,40366
SC,1/1/2014,0.116,41327
SC,1/1/2015,0.116,42638
SC,1/1/2014,0.129,39014
SC,1/1/2015,0.129,39182
SC,1/1/2014,0.108,32717
SC,1/1/2015,0.108,34042
SC,1/1/2014,0.103,28121
SC,1/1/2015,0.103,29391
SC,1/1/2014,0.135,51427
SC,1/1/2015,0.135,54927
SD,1/1/2015,0.152,46493
SD,1/1/2014,0.193,46072
SD,1/1/2015,0.193,43682
SD,1/1/2014,0.256,33784
SD,1/1/2015,0.256,35083
SD,1/1/2014,0.16,41217
SD,1/1/2015,0.16,45803
SD,1/1/2014,0.198,49554
SD,1/1/2015,0.198,51893
SD,1/1/2014,0.207,52239
SD,1/1/2015,0.207,50047
SD,1/1/2014,0.158,47417
SD,1/1/2015,0.158,45878
SD,1/1/2014,0.275,25179
SD,1/1/2015,0.275,21572
SD,1/1/2014,0.092,41328
SD,1/1/2015,0.092,41413
SD,1/1/2014,0.222,37422
SD,1/1/2015,0.222,37996
SD,1/1/2014,0.173,47901
SD,1/1/2015,0.173,45592
SD,1/1/2014,0.201,38484
SD,1/1/2015,0.201,41970
SD,1/1/2014,0.218,47400
SD,1/1/2015,0.218,49022
SD,1/1/2014,0.248,31312
SD,1/1/2015,0.248,31418
SD,1/1/2014,0.154,49902
SD,1/1/2015,0.154,51326
SD,1/1/2014,0.133,48941
SD,1/1/2015,0.133,47506
SD,1/1/2014,,41634
SD,1/1/2015,,44188
SD,1/1/2014,0.22,48946
SD,1/1/2015,0.22,52527
SD,1/1/2014,0.201,33976
SD,1/1/2015,0.201,34389
SD,1/1/2014,0.16,49476
SD,1/1/2015,0.16,48344
SD,1/1/2014,0.201,55098
SD,1/1/2015,0.201,51352
SD,1/1/2014,0.163,38397
SD,1/1/2015,0.163,39552
SD,1/1/2014,,46371
SD,1/1/2015,,50092
SD,1/1/2014,0.229,47740
SD,1/1/2015,0.229,51065
SD,1/1/2014,0.238,35483
SD,1/1/2015,0.238,35589
SD,1/1/2014,0.171,52404
SD,1/1/2015,0.171,56860
SD,1/1/2014,0.173,50424
SD,1/1/2015,0.173,50737
SD,1/1/2014,,60052
SD,1/1/2015,,57800
SD,1/1/2014,0.166,55273
SD,1/1/2015,0.166,57538
SD,1/1/2014,0.184,45791
SD,1/1/2015,0.184,44958
SD,1/1/2014,0.173,38582
SD,1/1/2015,0.173,35387
SD,1/1/2015,0.141,48126
SD,1/1/2014,0.132,48628
SD,1/1/2015,0.132,50045
SD,1/1/2014,0.208,50089
SD,1/1/2015,0.208,53116
SD,1/1/2014,0.192,42927
SD,1/1/2015,0.192,42867
SD,1/1/2014,0.231,78360
SD,1/1/2015,0.231,78567
SD,1/1/2014,0.2,40874
SD,1/1/2015,0.2,40057
SD,1/1/2014,0.214,47765
SD,1/1/2015,0.214,49254
SD,1/1/2014,0.19,49638
SD,1/1/2015,0.19,53478
SD,1/1/2015,0.129,38222
SD,1/1/2014,0.169,51427
SD,1/1/2015,0.169,50711
SD,1/1/2014,0.21,32164
SD,1/1/2015,0.21,33460
SD,1/1/2014,,46311
SD,1/1/2015,,45787
SD,1/1/2014,0.206,48932
SD,1/1/2015,0.206,52382
SD,1/1/2014,0.224,51945
SD,1/1/2015,0.224,53712
SD,1/1/2014,0.171,49033
SD,1/1/2015,0.171,48886
SD,1/1/2014,0.135,38695
SD,1/1/2015,0.135,40042
SD,1/1/2014,,47805
SD,1/1/2015,,50887
SD,1/1/2014,0.191,40759
SD,1/1/2015,0.191,44626
SD,1/1/2014,,44800
SD,1/1/2015,,46936
SD,1/1/2014,0.238,28406
SD,1/1/2015,0.238,28512
SD,1/1/2014,0.243,48823
SD,1/1/2015,0.243,50274
SD,1/1/2014,0.202,54512
SD,1/1/2015,0.202,57188
SD,1/1/2014,0.202,28943
SD,1/1/2015,0.202,30549
SD,1/1/2014,0.206,41905
SD,1/1/2015,0.206,40975
SD,1/1/2014,0.192,52447
SD,1/1/2015,0.192,53115
SD,1/1/2014,0.181,64772
SD,1/1/2015,0.181,66831
SD,1/1/2014,0.143,40622
SD,1/1/2015,0.143,41030
SD,1/1/2014,0.219,48284
SD,1/1/2015,0.219,46599
SD,1/1/2014,0.225,30856
SD,1/1/2015,0.225,30465
TN,1/1/2014,0.109,41038
TN,1/1/2015,0.109,42365
TN,1/1/2014,,41726
TN,1/1/2015,,42288
TN,1/1/2014,,33560
TN,1/1/2015,,35559
TN,1/1/2014,,32591
TN,1/1/2015,,35715
TN,1/1/2014,0.08,46100
TN,1/1/2015,0.08,45348
TN,1/1/2014,0.072,39821
TN,1/1/2015,0.072,42665
TN,1/1/2014,,32895
TN,1/1/2015,,32325
TN,1/1/2014,,39262
TN,1/1/2015,,40809
TN,1/1/2014,0.072,35591
TN,1/1/2015,0.072,35929
TN,1/1/2014,0.068,33094
TN,1/1/2015,0.068,32773
TN,1/1/2014,,51557
TN,1/1/2015,,52544
TN,1/1/2014,,40064
TN,1/1/2015,,40779
TN,1/1/2014,,33022
TN,1/1/2015,,32775
TN,1/1/2014,,29052
TN,1/1/2015,,30587
TN,1/1/2014,,30141
TN,1/1/2015,,30950
TN,1/1/2014,0.092,41328
TN,1/1/2015,0.092,43375
TN,1/1/2014,,35838
TN,1/1/2015,,37085
TN,1/1/2014,0.051,39522
TN,1/1/2015,0.051,36163
TN,1/1/2014,0.109,44864
TN,1/1/2015,0.109,47239
TN,1/1/2014,,35688
TN,1/1/2015,,37392
TN,1/1/2014,,37167
TN,1/1/2015,,36213
TN,1/1/2014,,43501
TN,1/1/2015,,44991
TN,1/1/2014,0.1,38121
TN,1/1/2015,0.1,40158
TN,1/1/2014,,52163
TN,1/1/2015,,56058
TN,1/1/2014,,28388
TN,1/1/2015,,31065
TN,1/1/2014,0.113,42066
TN,1/1/2015,0.113,41477
TN,1/1/2014,0.104,35807
TN,1/1/2015,0.104,40083
TN,1/1/2014,,38251
TN,1/1/2015,,39880
TN,1/1/2014,,35278
TN,1/1/2015,,35301
TN,1/1/2014,0.033,34964
TN,1/1/2015,0.033,35980
TN,1/1/2014,,27915
TN,1/1/2015,,26101
TN,1/1/2014,,36787
TN,1/1/2015,,38807
TN,1/1/2014,0.107,47369
TN,1/1/2015,0.107,47373
TN,1/1/2014,,25301
TN,1/1/2015,,26000
TN,1/1/2014,,32556
TN,1/1/2015,,34766
TN,1/1/2014,,35154
TN,1/1/2015,,36154
TN,1/1/2014,0.047,36318
TN,1/1/2015,0.047,36102
TN,1/1/2014,,32614
TN,1/1/2015,,34557
TN,1/1/2014,,36983
TN,1/1/2015,,40960
TN,1/1/2014,0.102,35892
TN,1/1/2015,0.102,37327
TN,1/1/2014,,36356
TN,1/1/2015,,33816
TN,1/1/2014,,37311
TN,1/1/2015,,37743
TN,1/1/2014,,42056
TN,1/1/2015,,41954
TN,1/1/2014,,32013
TN,1/1/2015,,33158
TN,1/1/2014,0.048,39970
TN,1/1/2015,0.048,40490
TN,1/1/2014,,30020
TN,1/1/2015,,30652
TN,1/1/2014,0.101,46325
TN,1/1/2015,0.101,49105
TN,1/1/2014,,26445
TN,1/1/2015,,28391
TN,1/1/2014,0.138,31672
TN,1/1/2015,0.138,32169
TN,1/1/2014,,36536
TN,1/1/2015,,39532
TN,1/1/2014,,35062
TN,1/1/2015,,35097
TN,1/1/2014,,42178
TN,1/1/2015,,41453
TN,1/1/2014,,49616
TN,1/1/2015,,53230
TN,1/1/2014,,35341
TN,1/1/2015,,35432
TN,1/1/2014,0.098,42488
TN,1/1/2015,0.098,40750
TN,1/1/2014,,39170
TN,1/1/2015,,42128
TN,1/1/2014,,41455
TN,1/1/2015,,42363
TN,1/1/2014,0.127,43346
TN,1/1/2015,0.127,46497
TN,1/1/2014,0.053,37502
TN,1/1/2015,0.053,40543
TN,1/1/2014,,33110
TN,1/1/2015,,34596
TN,1/1/2014,,36361
TN,1/1/2015,,37874
TN,1/1/2014,,37850
TN,1/1/2015,,38061
TN,1/1/2014,0.168,48267
TN,1/1/2015,0.168,51059
TN,1/1/2014,,47091
TN,1/1/2015,,50802
TN,1/1/2014,,36170
TN,1/1/2015,,38027
TN,1/1/2014,0.084,38718
TN,1/1/2015,0.084,34469
TN,1/1/2014,,33220
TN,1/1/2015,,35457
TN,1/1/2014,,31493
TN,1/1/2015,,33017
TN,1/1/2014,,32023
TN,1/1/2015,,32398
TN,1/1/2014,,36595
TN,1/1/2015,,37375
TN,1/1/2014,0.064,34060
TN,1/1/2015,0.064,35554
TN,1/1/2014,,40682
TN,1/1/2015,,38860
TN,1/1/2014,,41499
TN,1/1/2015,,42037
TN,1/1/2014,,54065
TN,1/1/2015,,51093
TN,1/1/2014,0.085,53566
TN,1/1/2015,0.085,57056
TN,1/1/2014,,29556
TN,1/1/2015,,27749
TN,1/1/2014,,38695
TN,1/1/2015,,46460
TN,1/1/2014,0.109,42490
TN,1/1/2015,0.109,40444
TN,1/1/2014,0.125,44382
TN,1/1/2015,0.125,45067
TN,1/1/2014,,42927
TN,1/1/2015,,43689
TN,1/1/2014,,41685
TN,1/1/2015,,43513
TN,1/1/2014,0.085,38647
TN,1/1/2015,0.085,40385
TN,1/1/2014,0.088,55100
TN,1/1/2015,0.088,56077
TN,1/1/2014,0.11,51246
TN,1/1/2015,0.11,53183
TN,1/1/2014,,41823
TN,1/1/2015,,41286
TN,1/1/2014,,36786
TN,1/1/2015,,36568
TN,1/1/2014,,33866
TN,1/1/2015,,35255
TN,1/1/2014,,35201
TN,1/1/2015,,37393
TN,1/1/2014,,33576
TN,1/1/2015,,36327
TN,1/1/2014,0.067,42371
TN,1/1/2015,0.067,41542
TN,1/1/2014,,32016
TN,1/1/2015,,33318
TN,1/1/2014,0.075,37595
TN,1/1/2015,0.075,34809
TN,1/1/2014,,34534
TN,1/1/2015,,34320
TN,1/1/2014,0.139,93003
TN,1/1/2015,0.139,93241
TN,1/1/2014,0.138,57676
TN,1/1/2015,0.138,59655
TX,1/1/2014,0.26,41530
TX,1/1/2015,0.26,41279
TX,1/1/2014,,57690
TX,1/1/2015,,62781
TX,1/1/2014,0.099,39747
TX,1/1/2015,0.099,41804
TX,1/1/2014,,40883
TX,1/1/2015,,41666
TX,1/1/2014,,55459
TX,1/1/2015,,56805
TX,1/1/2015,,52122
TX,1/1/2014,,44828
TX,1/1/2015,,46631
TX,1/1/2014,0.187,51448
TX,1/1/2015,0.187,52042
TX,1/1/2014,,38504
TX,1/1/2015,,37626
TX,1/1/2014,,48492
TX,1/1/2015,,50334
TX,1/1/2014,0.168,50024
TX,1/1/2015,0.168,50151
TX,1/1/2014,,33164
TX,1/1/2015,,34563
TX,1/1/2014,,39070
TX,1/1/2015,,41804
TX,1/1/2014,0.133,48391
TX,1/1/2015,0.133,50223
TX,1/1/2014,0.192,49651
TX,1/1/2015,0.192,49655
TX,1/1/2014,,52668
TX,1/1/2015,,54914
TX,1/1/2014,,40763
TX,1/1/2015,,42864
TX,1/1/2014,0.113,40574
TX,1/1/2015,0.113,41657
TX,1/1/2014,0.124,64883
TX,1/1/2015,0.124,66337
TX,1/1/2014,0.125,40064
TX,1/1/2015,0.125,39732
TX,1/1/2014,0.149,39235
TX,1/1/2015,0.149,39106
TX,1/1/2014,,26857
TX,1/1/2015,,27644
TX,1/1/2014,,43303
TX,1/1/2015,,38636
TX,1/1/2014,,43561
TX,1/1/2015,,45732
TX,1/1/2014,0.128,49685
TX,1/1/2015,0.128,49286
TX,1/1/2014,,42963
TX,1/1/2015,,46021
TX,1/1/2014,,44736
TX,1/1/2015,,51004
TX,1/1/2014,,41874
TX,1/1/2015,,42138
TX,1/1/2014,0.164,31080
TX,1/1/2015,0.164,33905
TX,1/1/2014,,37232
TX,1/1/2015,,37941
TX,1/1/2014,,53302
TX,1/1/2015,,59252
TX,1/1/2014,,36172
TX,1/1/2015,,37546
TX,1/1/2014,,40710
TX,1/1/2015,,40689
TX,1/1/2014,,73031
TX,1/1/2015,,74915
TX,1/1/2014,,35202
TX,1/1/2015,,37735
TX,1/1/2014,,34731
TX,1/1/2015,,33919
TX,1/1/2014,,51960
TX,1/1/2015,,50336
TX,1/1/2014,,35652
TX,1/1/2015,,37242
TX,1/1/2014,,37891
TX,1/1/2015,,38866
TX,1/1/2014,,32231
TX,1/1/2015,,33014
TX,1/1/2014,0.132,81992
TX,1/1/2015,0.132,81315
TX,1/1/2014,,35484
TX,1/1/2015,,35389
TX,1/1/2014,0.183,40702
TX,1/1/2015,0.183,42438
TX,1/1/2014,0.194,59081
TX,1/1/2015,0.194,70322
TX,1/1/2014,,36522
TX,1/1/2015,,35434
TX,1/1/2014,,37147
TX,1/1/2015,,39035
TX,1/1/2014,,51473
TX,1/1/2015,,53565
TX,1/1/2014,,46132
TX,1/1/2015,,50161
TX,1/1/2014,,55599
TX,1/1/2015,,58901
TX,1/1/2014,,46713
TX,1/1/2015,,50243
TX,1/1/2014,,36492
TX,1/1/2015,,35443
TX,1/1/2014,,40312
TX,1/1/2015,,42378
TX,1/1/2014,0.15,47343
TX,1/1/2015,0.15,47902
TX,1/1/2014,,36312
TX,1/1/2015,,38333
TX,1/1/2014,,40515
TX,1/1/2015,,45937
TX,1/1/2014,,39481
TX,1/1/2015,,37991
TX,1/1/2014,,37515
TX,1/1/2015,,37985
TX,1/1/2014,0.134,71338
TX,1/1/2015,0.134,75099
TX,1/1/2015,,35491
TX,1/1/2014,,33342
TX,1/1/2015,,35801
TX,1/1/2014,,35081
TX,1/1/2015,,34861
TX,1/1/2014,,33223
TX,1/1/2015,,35118
TX,1/1/2014,,37916
TX,1/1/2015,,39959
TX,1/1/2014,0.154,49784
TX,1/1/2015,0.154,53752
TX,1/1/2014,0.184,34388
TX,1/1/2015,0.184,35339
TX,1/1/2014,0.173,40092
TX,1/1/2015,0.173,39748
TX,1/1/2014,0.199,58016
TX,1/1/2015,0.199,59257
TX,1/1/2014,,38636
TX,1/1/2015,,40346
TX,1/1/2014,,34388
TX,1/1/2015,,34376
TX,1/1/2014,,43183
TX,1/1/2015,,42392
TX,1/1/2014,,46907
TX,1/1/2015,,50938
TX,1/1/2014,,38963
TX,1/1/2015,,40691
TX,1/1/2014,,34503
TX,1/1/2015,,36534
TX,1/1/2015,,33484
TX,1/1/2014,0.156,86037
TX,1/1/2015,0.156,87901
TX,1/1/2014,,40892
TX,1/1/2015,,41497
TX,1/1/2014,,45402
TX,1/1/2015,,44408
TX,1/1/2014,,32276
TX,1/1/2015,,35405
TX,1/1/2014,,46659
TX,1/1/2015,,49661
TX,1/1/2014,0.138,59588
TX,1/1/2015,0.138,60210
TX,1/1/2014,,39988
TX,1/1/2015,,47134
TX,1/1/2014,0.144,51132
TX,1/1/2015,0.144,50443
TX,1/1/2014,,46400
TX,1/1/2015,,48458
TX,1/1/2014,,36006
TX,1/1/2015,,37051
TX,1/1/2014,,43131
TX,1/1/2015,,48623
TX,1/1/2014,0.109,46127
TX,1/1/2015,0.109,44596
TX,1/1/2014,0.143,43321
TX,1/1/2015,0.143,46501
TX,1/1/2014,,42674
TX,1/1/2015,,44486
TX,1/1/2014,0.192,62141
TX,1/1/2015,0.192,59288
TX,1/1/2014,,40118
TX,1/1/2015,,39209
TX,1/1/2014,,28656
TX,1/1/2015,,30380
TX,1/1/2014,,37386
TX,1/1/2015,,39448
TX,1/1/2014,,51038
TX,1/1/2015,,52207
TX,1/1/2014,,34601
TX,1/1/2015,,36726
TX,1/1/2014,,52318
TX,1/1/2015,,52037
TX,1/1/2014,0.165,51298
TX,1/1/2015,0.165,52533
TX,1/1/2014,0.168,44958
TX,1/1/2015,0.168,43777
TX,1/1/2014,,61498
TX,1/1/2015,,64558
TX,1/1/2014,,31505
TX,1/1/2015,,34473
TX,1/1/2014,0.182,55819
TX,1/1/2015,0.182,59260
TX,1/1/2014,,60499
TX,1/1/2015,,69124
TX,1/1/2014,0.194,38017
TX,1/1/2015,0.194,39069
TX,1/1/2014,0.147,33393
TX,1/1/2015,0.147,34607
TX,1/1/2014,,37610
TX,1/1/2015,,40253
TX,1/1/2014,,46010
TX,1/1/2015,,50047
TX,1/1/2014,0.191,56591
TX,1/1/2015,0.191,59053
TX,1/1/2014,,40228
TX,1/1/2015,,41863
TX,1/1/2014,,33650
TX,1/1/2015,,34777
TX,1/1/2014,,42256
TX,1/1/2015,,46636
TX,1/1/2014,0.562,30043
TX,1/1/2015,0.562,31354
TX,1/1/2014,0.24,42821
TX,1/1/2015,0.24,44361
TX,1/1/2014,,50752
TX,1/1/2015,,50060
TX,1/1/2014,,44064
TX,1/1/2015,,50168
TX,1/1/2014,,45363
TX,1/1/2015,,48338
TX,1/1/2014,,39219
TX,1/1/2015,,39414
TX,1/1/2014,,43065
TX,1/1/2015,,44234
TX,1/1/2014,0.124,41207
TX,1/1/2015,0.124,42099
TX,1/1/2014,,34546
TX,1/1/2015,,35854
TX,1/1/2014,,43696
TX,1/1/2015,,41249
TX,1/1/2014,0.188,56659
TX,1/1/2015,0.188,55960
TX,1/1/2014,,38066
TX,1/1/2015,,40621
TX,1/1/2014,,37292
TX,1/1/2015,,43413
TX,1/1/2014,,55044
TX,1/1/2015,,61004
TX,1/1/2014,0.17,68975
TX,1/1/2015,0.17,75860
TX,1/1/2014,0.153,40919
TX,1/1/2015,0.153,42456
TX,1/1/2014,,38378
TX,1/1/2015,,38019
TX,1/1/2014,,38870
TX,1/1/2015,,41271
TX,1/1/2014,,39237
TX,1/1/2015,,39261
TX,1/1/2014,,33182
TX,1/1/2015,,34419
TX,1/1/2014,,32001
TX,1/1/2015,,35491
TX,1/1/2014,,37943
TX,1/1/2015,,37593
TX,1/1/2014,,34505
TX,1/1/2015,,36717
TX,1/1/2014,,48442
TX,1/1/2015,,48746
TX,1/1/2014,,41606
TX,1/1/2015,,43827
TX,1/1/2014,,49906
TX,1/1/2015,,52088
TX,1/1/2014,,42201
TX,1/1/2015,,43617
TX,1/1/2014,,48441
TX,1/1/2015,,46176
TX,1/1/2014,,36496
TX,1/1/2015,,36537
TX,1/1/2014,,51003
TX,1/1/2015,,56484
TX,1/1/2014,,44573
TX,1/1/2015,,49726
TX,1/1/2014,,44316
TX,1/1/2015,,45669
TX,1/1/2014,0.151,41555
TX,1/1/2015,0.151,46223
TX,1/1/2014,,34852
TX,1/1/2015,,37678
TX,1/1/2014,,36579
TX,1/1/2015,,37460
TX,1/1/2014,,33330
TX,1/1/2015,,36090
TX,1/1/2014,,47358
TX,1/1/2015,,50004
TX,1/1/2014,,42128
TX,1/1/2015,,42087
TX,1/1/2014,,40860
TX,1/1/2015,,42036
TX,1/1/2014,0.095,31313
TX,1/1/2015,0.095,32073
TX,1/1/2014,,36483
TX,1/1/2015,,38408
TX,1/1/2014,0.134,40855
TX,1/1/2015,0.134,41066
TX,1/1/2014,,51345
TX,1/1/2015,,53714
TX,1/1/2014,,31608
TX,1/1/2015,,31390
TX,1/1/2014,0.17,61268
TX,1/1/2015,0.17,71151
TX,1/1/2014,,38715
TX,1/1/2015,,40120
TX,1/1/2014,,39396
TX,1/1/2015,,40318
TX,1/1/2014,,37395
TX,1/1/2015,,47677
TX,1/1/2014,,45996
TX,1/1/2015,,41516
TX,1/1/2014,0.17,65874
TX,1/1/2015,0.17,69317
TX,1/1/2014,,47445
TX,1/1/2015,,46991
TX,1/1/2014,,35294
TX,1/1/2015,,36366
TX,1/1/2014,,35183
TX,1/1/2015,,36775
TX,1/1/2014,,40624
TX,1/1/2015,,38423
TX,1/1/2014,,35830
